,Review_Text,Topic,Doc_ID,LDA_Topic
165,easy need take subway inside subway decoration take picture head convenience clean inside cute sounveir shop area clean people friendly character take pic long line depends time month big still spend whole day like cute stuff hongkong buy,-1,165,4
166,im work way ive hit orlando anaheim fourth location tokyo shanghai slightly large anaheim feel like attraction cram small space like original clean theme well cast member come contact pleasant think compare fair like hongkong version attraction mirror image close ride branch iron man experience think star tour iron man new ant man wasp attraction open go february mystic manor hongkongs answer haunt mansion compel story character albert monkey draw great effect hongkong dl worth attraction rode twice big fl detail hongkong definitely worth visit,-1,166,3
167,group japan want onei told staff friendly welcome peppy plus mascots milling fun know upwelling go bad day great experience exception staff smile make feel welcome mascot finally saw end day town partcostumes ruin staff wear black running shoe ok foot need comfortable seriously jar staff like recycle bin load take away emptied put replace table clearedtwo restaurant shut number ride close castle shutat hongkong worth money tell hongkong loose money surprisedwe go number ride positives loved ironman ride starwars roller coaster gulch,50,167,2
168,first love visit well find small compare still give delightful experience ride less there come first morning occupied whole daythe big attraction parade miss last parade night feast eye family kid enjoy,-1,168,6
169,hongkong small definitely cover day contemplate vip tour wdw leave late book end glad waste money need chinese holidayswe stay hongkong central take train easy run minute matter missed return night people frequent significant wait people pushy form fomofear miss train door open people push finish ride need run next ahead people rope drop normally allow flow people like start gun new york marathonthat love favorite ride phantom manor similar type ride ratatouille france magical effect light show night worth stay check outas tall person find contort seat fit legs tokyo fit find cross leg move foot far back seat sit make differencethe lion king show amazing put,-1,169,5
170,big fan super excite visit hongkong fun day ca help feel disappointed small feel price extortionate comparing large significantly cheap find magic felt like old theme staff friendly engage guest ignore group staff member mystic manor possibly new favourite ride,-1,170,3
171,dream visit come true visit hongkong easily reach mtr station convenient mode go train ride boat ride tarzan house magic show winnie phoo amaze witness street parade huge food court inside premise relax day,38,171,9
172,visit hongkong group family st january thought pack holiday season luckily moderately packedmy thought place great place spend day hongkong trip nice small typical compare ive visited theme short wait time especially thrill seeker attraction course need check fast passyou download apps check schedule parade map wait time attraction unfortunately visit sleep beauty castle still construction manage enjoy christmas celebrationin visit manage enjoy rides parade show hour visit thrill seeker forget enjoy attraction exclusive hongkong big grizzly mountain runaway mine car mystic manor magical time great fun ca wrong hongkong,52,172,3
173,great day easy day small warn currently pm firework due maintenance castle,25,173,3
174,fail amuse excellent friendly attraction great crew great speak english nice hotel,11,174,8
175,great way spend day hongkong usual well run facilitys easy access venue mtr way easy crowd ok mid week winter cost hongkong day adult ate explorer club restaurant asian curry ok bit bland cater taste fantastic day,-1,175,7
176,awesome feeling great experience enjoy family love visit place,-1,176,8
177,first time visit hongkong decide chinese new year holiday crowd enjoy attraction,-1,177,8
